Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date,Year,Month,Month_Name
301482,201122,Business,25212,1540.0,33323,Recurring Deposit,2024-06-08,2024,6,June
301483,200341,Business,29054,657.0,4961,Fixed Deposit,2023-07-02,2023,7,July
301484,209174,Business,97734,4193.0,21101,Fixed Deposit,2024-03-01,2024,3,March
301485,209600,Current,77715,965.0,7674,Recurring Deposit,2024-12-14,2024,12,December
301486,208648,Current,21139,184.0,24268,Fixed Deposit,2022-05-08,2022,5,May
301487,205423,Current,88005,618.0,23938,Recurring Deposit,2022-06-23,2022,6,June
301488,209841,Business,89277,2639.0,4786,Recurring Deposit,2024-04-03,2024,4,April
301489,206894,Current,77524,3456.0,41968,Mutual Fund,2023-12-04,2023,12,December
301490,206995,Business,92156,2993.0,4535,Recurring Deposit,2024-01-12,2024,1,January
301491,201710,Current,87888,4545.0,19034,Fixed Deposit,2025-02-18,2025,2,February
301492,201582,Current,58811,4677.0,9951,Fixed Deposit,2022-09-04,2022,9,September
301493,206169,Business,33603,3482.0,10612,Fixed Deposit,2024-04-20,2024,4,April
301494,206784,Savings,50894,1503.0,28216,Recurring Deposit,2024-02-08,2024,2,February
301495,208556,Current,66980,4677.0,1968,Mutual Fund,2022-07-13,2022,7,July
301496,201168,Savings,5815,2743.0,47623,Mutual Fund,2022-07-24,2022,7,July
301497,208336,Current,36026,626.0,24321,Recurring Deposit,2023-08-03,2023,8,August
301498,206310,Current,97919,3862.0,23677,Mutual Fund,2024-10-20,2024,10,October
301499,201066,Current,74834,4776.0,32131,Recurring Deposit,2022-11-06,2022,11,November
301500,200971,Business,91782,3856.0,27550,Recurring Deposit,2022-07-01,2022,7,July
301501,209768,Current,73196,4866.0,1591,Fixed Deposit,2022-10-03,2022,10,October
301502,207182,Savings,70072,4316.71345807607,8651,Fixed Deposit,2023-05-22,2023,5,May
301503,204153,Current,20136,4345.0,18880,Mutual Fund,2024-11-14,2024,11,November
301504,209439,Current,10892,1363.0,18179,Recurring Deposit,2024-11-28,2024,11,November
301505,208324,Current,97543,4387.0,42500,Recurring Deposit,2024-09-15,2024,9,September
301506,201266,Business,17065,927.0,47441,Mutual Fund,2024-07-19,2024,7,July
301507,200209,Business,94985,255.8724527574553,29480,Recurring Deposit,2023-08-08,2023,8,August
301508,204337,Savings,56019,4088.0,22150,Recurring Deposit,2023-11-02,2023,11,November
301509,206526,Business,88068,3502.0,48709,Recurring Deposit,2024-10-04,2024,10,October
301510,206358,Current,20573,4429.0,35840,Fixed Deposit,2024-06-22,2024,6,June
301511,209005,Business,70764,432.0,32806,Recurring Deposit,2023-06-22,2023,6,June
301512,207257,Business,33925,4238.0,27355,Mutual Fund,2024-02-23,2024,2,February
301513,203520,Current,55890,1534.0,41628,Recurring Deposit,2024-05-14,2024,5,May
301514,207323,Current,12436,890.0,24441,Recurring Deposit,2024-10-16,2024,10,October
301515,203449,Business,25209,4950.0,45452,Mutual Fund,2024-01-18,2024,1,January
301516,202131,Current,93493,2244.0,49618,Fixed Deposit,2022-08-22,2022,8,August
301517,209640,Business,41356,4568.0,44324,Mutual Fund,2025-03-15,2025,3,March
301518,206127,Business,51954,4797.0,41014,Mutual Fund,2022-09-14,2022,9,September
301519,201695,Current,71915,2382.0,39748,Recurring Deposit,2025-01-01,2025,1,January
301520,201509,Savings,85848,3591.0,12140,Mutual Fund,2024-12-26,2024,12,December
301521,206225,Business,80405,2244.0,1939,Fixed Deposit,2024-07-24,2024,7,July
301522,206944,Savings,29539,2873.642415352112,49584,Mutual Fund,2023-02-18,2023,2,February
301523,206303,Savings,15132,4186.0,44620,Recurring Deposit,2024-01-18,2024,1,January
301524,206705,Business,41599,3955.0,34801,Recurring Deposit,2024-02-20,2024,2,February
301525,204274,Business,40777,3086.0,11008,Mutual Fund,2023-03-10,2023,3,March
301526,201228,Current,83055,2399.0,36510,Fixed Deposit,2023-12-23,2023,12,December
301527,209746,Current,21695,4236.0,15821,Mutual Fund,2023-08-29,2023,8,August
301528,204211,Savings,7607,1423.0,37709,Recurring Deposit,2024-02-23,2024,2,February
301529,203418,Savings,98503,4980.0,26491,Mutual Fund,2023-11-30,2023,11,November
301530,202448,Business,96974,4196.0,30865,Fixed Deposit,2023-12-27,2023,12,December
301531,204394,Business,43837,2240.0,5158,Fixed Deposit,2022-08-15,2022,8,August
301532,204764,Current,8662,380.0,12208,Mutual Fund,2023-07-19,2023,7,July
301533,203883,Business,34809,3689.0,36320,Mutual Fund,2024-01-12,2024,1,January
301534,206195,Business,71859,2605.0,39146,Fixed Deposit,2023-07-19,2023,7,July
301535,201007,Savings,44354,4683.0,47506,Mutual Fund,2025-01-17,2025,1,January
301536,208731,Business,95315,945.0,33202,Recurring Deposit,2023-04-20,2023,4,April
301537,208403,Savings,93582,506.0,5336,Recurring Deposit,2023-10-23,2023,10,October
301538,205228,Savings,35670,1398.0,45187,Mutual Fund,2022-11-13,2022,11,November
301539,208097,Current,68072,586.0,6630,Recurring Deposit,2025-02-19,2025,2,February
301540,204070,Current,44022,905.0,5618,Recurring Deposit,2024-03-26,2024,3,March
301541,203893,Savings,49781,1526.0,36570,Recurring Deposit,2022-07-03,2022,7,July
301542,206913,Business,86580,3278.0,23943,Mutual Fund,2022-08-09,2022,8,August
301543,201393,Business,56799,3556.0,3869,Recurring Deposit,2022-07-31,2022,7,July
301544,209455,Business,63292,2377.0,41061,Recurring Deposit,2022-08-12,2022,8,August
301545,203473,Savings,54421,2158.1490840926303,33749,Fixed Deposit,2024-01-20,2024,1,January
301546,209204,Current,29782,1910.982562645589,21178,Recurring Deposit,2022-08-18,2022,8,August
301547,200795,Business,74844,2325.0,4791,Recurring Deposit,2023-10-20,2023,10,October
301548,201203,Savings,65552,4293.0,37226,Mutual Fund,2022-10-09,2022,10,October
301549,203343,Current,55277,436.0,23412,Recurring Deposit,2024-08-01,2024,8,August
301550,205024,Business,54523,2324.0,20511,Mutual Fund,2022-06-22,2022,6,June
301551,205892,Savings,20523,4805.0,28442,Fixed Deposit,2024-09-17,2024,9,September
301552,203372,Savings,88847,836.0,42724,Recurring Deposit,2024-08-09,2024,8,August
301553,200420,Current,10706,2895.0,7820,Fixed Deposit,2024-08-09,2024,8,August
301554,202257,Current,97871,3263.0,46812,Fixed Deposit,2023-08-15,2023,8,August
301555,206079,Business,13414,350.0,46679,Recurring Deposit,2025-01-24,2025,1,January
301556,200061,Current,49713,2251.940767824739,4677,Fixed Deposit,2022-09-26,2022,9,September
301557,204100,Savings,43108,2579.0,14837,Recurring Deposit,2023-12-19,2023,12,December
301558,204591,Business,95465,4019.0,3423,Fixed Deposit,2023-09-21,2023,9,September
301559,203178,Savings,44358,3888.0,48477,Mutual Fund,2025-01-17,2025,1,January
301560,201546,Savings,83731,637.0,29402,Mutual Fund,2024-01-07,2024,1,January
301561,205973,Savings,54971,3306.0,39259,Mutual Fund,2022-06-08,2022,6,June
301562,209942,Savings,78048,2199.0,25483,Mutual Fund,2023-06-10,2023,6,June
301563,208922,Business,72173,4867.0,7725,Fixed Deposit,2024-10-08,2024,10,October
301564,207554,Savings,77842,145.8259001560465,22791,Fixed Deposit,2023-07-19,2023,7,July
301565,208370,Current,37604,951.0,28816,Fixed Deposit,2023-09-18,2023,9,September
301566,205609,Savings,35194,3356.0,39303,Fixed Deposit,2022-08-28,2022,8,August
301567,207233,Savings,41221,151.0,16243,Fixed Deposit,2024-09-03,2024,9,September
301568,208720,Business,33966,4821.0,6866,Recurring Deposit,2024-05-17,2024,5,May
301569,201410,Business,33144,1824.0,33614,Mutual Fund,2023-02-14,2023,2,February
301570,208527,Business,94812,1185.0,6429,Mutual Fund,2022-11-16,2022,11,November
301571,204853,Current,68764,4953.0,20128,Recurring Deposit,2025-01-04,2025,1,January
301572,209266,Savings,74667,2443.074449481692,22127,Mutual Fund,2024-04-08,2024,4,April
301573,206450,Savings,58535,1082.0,38545,Mutual Fund,2023-03-04,2023,3,March
301574,200210,Current,87146,2479.0,35530,Mutual Fund,2022-09-05,2022,9,September
301575,209859,Current,18150,2306.0,43309,Recurring Deposit,2023-09-15,2023,9,September
301576,201454,Business,84352,4482.0,10155,Fixed Deposit,2024-08-01,2024,8,August
301577,205030,Current,33931,4719.0,17811,Fixed Deposit,2023-10-12,2023,10,October
301578,204144,Current,44341,1101.0,47562,Fixed Deposit,2022-09-15,2022,9,September
301579,200440,Business,57232,3162.0,47297,Fixed Deposit,2023-05-27,2023,5,May
301580,206120,Current,30846,2460.0,33798,Mutual Fund,2024-08-28,2024,8,August
301581,208742,Business,36576,126.0,26940,Recurring Deposit,2023-03-07,2023,3,March
301582,208643,Savings,43673,4082.0,42431,Fixed Deposit,2024-01-16,2024,1,January
301583,208846,Business,85081,1601.0,37681,Recurring Deposit,2024-08-08,2024,8,August
301584,206504,Current,4675,2986.0,17774,Mutual Fund,2024-11-10,2024,11,November
301585,200667,Current,26547,1489.0,41321,Fixed Deposit,2024-10-29,2024,10,October
301586,206159,Business,68527,2485.0,5347,Mutual Fund,2025-02-01,2025,2,February
301587,204376,Current,34595,4603.0,14355,Mutual Fund,2024-12-13,2024,12,December
301588,203622,Savings,40272,4163.0,26677,Fixed Deposit,2024-08-01,2024,8,August
301589,204240,Business,27812,1199.0,27950,Recurring Deposit,2022-04-30,2022,4,April
301590,202510,Business,18157,4270.0,29816,Fixed Deposit,2024-10-22,2024,10,October
301591,208051,Current,60686,4454.0,38518,Mutual Fund,2025-01-05,2025,1,January
301592,201393,Current,82666,4552.0,1469,Recurring Deposit,2025-03-02,2025,3,March
301593,207474,Current,87089,1638.0,41095,Recurring Deposit,2023-05-10,2023,5,May
301594,207569,Business,36869,3587.0,38849,Fixed Deposit,2022-05-04,2022,5,May
301595,206637,Business,20722,3225.0,45697,Fixed Deposit,2022-12-26,2022,12,December
301596,201555,Current,13302,1545.0,22439,Fixed Deposit,2023-05-19,2023,5,May
301597,203414,Business,10781,3611.0,43295,Recurring Deposit,2025-03-16,2025,3,March
301598,206276,Savings,86632,4936.0,11325,Recurring Deposit,2023-07-13,2023,7,July
301599,207679,Current,75764,1676.0,16990,Fixed Deposit,2023-08-30,2023,8,August
301600,203389,Business,43295,3743.0,48508,Mutual Fund,2023-09-17,2023,9,September
301601,201894,Savings,95118,1054.0,39052,Recurring Deposit,2022-03-30,2022,3,March
301602,206736,Current,12330,4653.0,12178,Mutual Fund,2022-12-27,2022,12,December
301603,206813,Business,86917,271.5911742634958,44655,Fixed Deposit,2022-10-29,2022,10,October
301604,206367,Current,39507,2406.0,35173,Fixed Deposit,2024-08-16,2024,8,August
301605,209103,Current,73104,4846.342606203948,18729,Mutual Fund,2025-01-05,2025,1,January
301606,200971,Current,45121,369.0,4270,Fixed Deposit,2023-12-03,2023,12,December
301607,207408,Business,9143,720.0,41131,Mutual Fund,2022-07-07,2022,7,July
301608,208308,Savings,24157,2498.0,20514,Mutual Fund,2022-10-27,2022,10,October
301609,203847,Savings,46845,1862.0,14833,Recurring Deposit,2024-11-28,2024,11,November
301610,200436,Current,30349,2649.0,5589,Mutual Fund,2022-05-07,2022,5,May
301611,203287,Business,38387,937.0,38877,Fixed Deposit,2022-08-10,2022,8,August
301612,201584,Business,69401,3665.0,47382,Fixed Deposit,2024-06-22,2024,6,June
301613,207156,Business,39119,1880.0,12926,Fixed Deposit,2023-02-18,2023,2,February
301614,204312,Savings,84615,162.5648991185781,34281,Fixed Deposit,2023-10-26,2023,10,October
301615,201595,Business,91818,1657.0,47144,Fixed Deposit,2024-01-02,2024,1,January
301616,203190,Current,19200,4453.0,31410,Recurring Deposit,2024-02-23,2024,2,February
301617,207597,Business,73786,4735.0,30675,Recurring Deposit,2023-09-01,2023,9,September
301618,201342,Savings,17228,2395.0,5644,Recurring Deposit,2022-11-20,2022,11,November
301619,209854,Savings,98905,1576.0,10531,Mutual Fund,2023-10-16,2023,10,October
301620,205441,Savings,94285,564.0,8956,Recurring Deposit,2023-07-18,2023,7,July
301621,208860,Savings,15440,1198.0,25925,Mutual Fund,2023-08-06,2023,8,August
301622,207344,Business,43026,201.0,20864,Mutual Fund,2024-08-18,2024,8,August
301623,207516,Business,48951,610.0,21526,Recurring Deposit,2024-10-02,2024,10,October
301624,205910,Savings,60161,3730.0,2872,Fixed Deposit,2022-07-30,2022,7,July
301625,205883,Business,78920,1406.1377854271134,4623,Recurring Deposit,2022-06-10,2022,6,June
301626,203151,Current,62454,2270.0,7578,Mutual Fund,2022-11-17,2022,11,November
301627,204139,Savings,4380,4625.0,47422,Mutual Fund,2022-11-20,2022,11,November
301628,207059,Savings,42188,1244.0,34746,Mutual Fund,2024-11-04,2024,11,November
301629,208644,Business,11771,561.0,25838,Recurring Deposit,2022-06-06,2022,6,June
301630,209199,Current,28455,3838.0,16237,Recurring Deposit,2025-01-30,2025,1,January
301631,209414,Savings,75159,2736.0,5801,Mutual Fund,2022-07-25,2022,7,July
301632,208080,Current,83855,4923.0,28394,Recurring Deposit,2023-05-17,2023,5,May
301633,208385,Savings,3045,4804.0,29072,Recurring Deposit,2024-02-07,2024,2,February
301634,201035,Business,19199,3028.0,38115,Mutual Fund,2025-01-12,2025,1,January
301635,207097,Savings,34605,298.0,17010,Recurring Deposit,2024-01-08,2024,1,January
301636,207556,Business,6891,3541.0,40061,Recurring Deposit,2024-04-13,2024,4,April
301637,208015,Current,75351,120.0,22937,Fixed Deposit,2024-10-19,2024,10,October
301638,201149,Business,95156,259.0,35042,Fixed Deposit,2024-02-05,2024,2,February
301639,207239,Business,58011,2469.0,32023,Recurring Deposit,2023-12-24,2023,12,December
301640,208631,Savings,14294,399.0,42012,Recurring Deposit,2023-05-19,2023,5,May
301641,208923,Savings,27308,4828.0,12433,Recurring Deposit,2023-02-18,2023,2,February
301642,204397,Current,18804,3644.0,41943,Mutual Fund,2024-05-24,2024,5,May
301643,203655,Current,58601,2852.0,35824,Recurring Deposit,2022-09-13,2022,9,September
301644,204216,Current,9555,2606.0,24379,Recurring Deposit,2023-09-08,2023,9,September
301645,200785,Business,65645,1459.0,20953,Fixed Deposit,2024-01-17,2024,1,January
301646,205419,Business,90180,2874.0,18214,Recurring Deposit,2022-09-09,2022,9,September
301647,202602,Savings,33406,4850.0,24897,Fixed Deposit,2023-06-04,2023,6,June
301648,206617,Current,30001,1465.9717253574552,30427,Recurring Deposit,2025-02-06,2025,2,February
301649,204309,Savings,99648,2163.0,16126,Mutual Fund,2025-02-06,2025,2,February
301650,201358,Savings,18059,2449.0,3637,Recurring Deposit,2024-09-27,2024,9,September
301651,209365,Business,41457,1604.0,48869,Recurring Deposit,2024-04-14,2024,4,April
301652,200212,Savings,64898,1482.0,12732,Fixed Deposit,2024-06-16,2024,6,June
301653,207742,Business,53614,2658.077703474052,18238,Fixed Deposit,2025-01-20,2025,1,January
301654,204593,Savings,73241,3748.0,26675,Fixed Deposit,2023-07-13,2023,7,July
301655,208220,Current,77564,2166.0,43499,Recurring Deposit,2022-05-30,2022,5,May
301656,202944,Current,56341,2749.0,38840,Mutual Fund,2023-02-26,2023,2,February
301657,207680,Savings,61369,1672.0,38723,Fixed Deposit,2023-11-25,2023,11,November
301658,206216,Savings,31208,1562.0,1820,Recurring Deposit,2024-10-07,2024,10,October
301659,208980,Current,64926,4326.0,23837,Recurring Deposit,2022-06-14,2022,6,June
301660,202253,Current,97308,2235.0,16667,Recurring Deposit,2022-04-01,2022,4,April
301661,203739,Business,41340,4537.0,21262,Fixed Deposit,2023-02-01,2023,2,February
301662,206195,Current,88152,4234.0,25187,Recurring Deposit,2023-07-02,2023,7,July
301663,209194,Business,59333,4986.0,49163,Recurring Deposit,2023-02-12,2023,2,February
301664,209441,Current,84359,3845.0,16726,Fixed Deposit,2022-10-20,2022,10,October
301665,209815,Savings,53194,1044.0,32102,Recurring Deposit,2023-04-21,2023,4,April
301666,206162,Savings,62678,3476.0,31797,Recurring Deposit,2023-06-13,2023,6,June
301667,207877,Current,25589,493.0,2395,Mutual Fund,2023-08-12,2023,8,August
301668,206666,Savings,29454,451.0,25053,Recurring Deposit,2022-09-23,2022,9,September
301669,208185,Business,45669,1083.0,16264,Mutual Fund,2022-04-02,2022,4,April
301670,202703,Business,18705,4006.0,46589,Fixed Deposit,2024-05-01,2024,5,May
301671,207923,Business,90500,3631.0,46475,Fixed Deposit,2024-01-18,2024,1,January
301672,200084,Current,60367,138.0,29253,Mutual Fund,2022-12-18,2022,12,December
301673,205658,Business,6407,3085.0,38384,Mutual Fund,2022-10-07,2022,10,October
301674,207957,Savings,1010,1223.0,42800,Mutual Fund,2023-11-01,2023,11,November
301675,204866,Business,21635,1598.0,34781,Recurring Deposit,2024-06-25,2024,6,June
301676,203114,Current,54700,612.0,37159,Recurring Deposit,2025-03-18,2025,3,March
301677,207877,Business,2791,3857.0,41075,Mutual Fund,2023-03-13,2023,3,March
301678,203672,Savings,42698,4871.0,19651,Mutual Fund,2024-05-06,2024,5,May
301679,205924,Savings,21531,2115.0,26956,Mutual Fund,2024-08-04,2024,8,August
301680,201373,Current,25232,1666.0,9696,Fixed Deposit,2025-01-21,2025,1,January
301681,209655,Business,88218,383.9498750191541,42925,Recurring Deposit,2023-09-22,2023,9,September
301682,209766,Savings,43630,4893.0,33417,Recurring Deposit,2022-07-10,2022,7,July
301683,205011,Current,81800,3559.0,42207,Fixed Deposit,2023-11-27,2023,11,November
301684,205952,Current,10178,1176.0,35822,Recurring Deposit,2022-05-25,2022,5,May
301685,207330,Current,61376,1738.0,39832,Mutual Fund,2024-01-27,2024,1,January
301686,202652,Current,24509,4380.0,32850,Recurring Deposit,2022-04-19,2022,4,April
301687,202090,Current,25586,4396.0,39197,Mutual Fund,2024-03-04,2024,3,March
301688,200296,Current,60421,2395.0,38975,Fixed Deposit,2022-07-19,2022,7,July
301689,201130,Savings,84419,1557.0,36805,Fixed Deposit,2023-07-20,2023,7,July
301690,202984,Business,14672,1012.0,5009,Recurring Deposit,2024-08-31,2024,8,August
301691,208908,Current,22200,3817.0,32321,Mutual Fund,2024-01-16,2024,1,January
301692,207597,Business,85786,2600.0,9928,Mutual Fund,2024-08-27,2024,8,August
301693,203983,Current,46793,1629.0,42305,Recurring Deposit,2023-12-09,2023,12,December
301694,206520,Savings,52540,2528.0,11194,Fixed Deposit,2024-12-09,2024,12,December
301695,209499,Savings,15852,1983.0,34523,Mutual Fund,2023-12-29,2023,12,December
301696,204426,Business,87833,3104.0,28045,Recurring Deposit,2023-06-13,2023,6,June
301697,204331,Current,42215,980.0,7511,Mutual Fund,2022-09-15,2022,9,September
301698,209053,Business,4243,416.0,22515,Mutual Fund,2023-12-10,2023,12,December
301699,207818,Current,82783,4854.0,8866,Mutual Fund,2022-04-22,2022,4,April
301700,204811,Current,9718,3089.0,4818,Recurring Deposit,2023-08-07,2023,8,August
301701,205176,Current,90601,756.1289232931246,34237,Fixed Deposit,2022-12-12,2022,12,December
